"number","relationship","country_iso","country_name","partner_iso","partner_name"
23,10585,CZE,Czechia,GRD,Grenada
23,9608,COG,Congo,TJK,Tajikistan
23,12885,ETH,Ethiopia,MKD,North Macedonia
23,7765,CPV,Cape Verde,GRD,Grenada
23,9020,TWN,Chinese Taipei,WSM,Samoa
23,12943,ETH,Ethiopia,KNA,Saint Kitts & Nevis
22,24079,PAN,Panama,TON,Tonga
22,25379,KNA,Saint Kitts & Nevis,WSM,Samoa
22,7780,CPV,Cape Verde,IRQ,Iraq
22,11346,DOM,Dominican Republic,MRT,Mauritania
22,26996,VUT,Vanuatu,WLF,Wallis & Futuna Islands
22,11120,DMA,Dominica,GRC,Greece
22,5862,BWA,Botswana,STP,Sao Tome & Principe
22,20643,MWI,Malawi,KNA,Saint Kitts & Nevis
22,23950,PLW,Palau,PRY,Paraguay
22,7939,CYM,Cayman Islands,ECU,Ecuador
22,22613,NAM,Namibia,SVK,Slovakia
22,13629,FIN,Finland,SWZ,Eswatini
22,18591,KAZ,Kazakhstan,SMR,San Marino
22,12707,EST,Estonia,LAO,Lao
22,3101,AZE,Azerbaijan,LCA,Saint Lucia
22,17855,ITA,Italy,KIR,Kiribati
22,16541,HND,Honduras,SYC,Seychelles
22,5414,BOL,Bolivia,NER,Niger
22,21145,MHL,Marshall Islands,MUS,Mauritius
22,6516,BRN,Brunei Darussalam,UZB,Uzbekistan
22,15993,GIN,Guinea,UZB,Uzbekistan
22,9453,COG,Congo,HRV,Croatia
22,6525,BRN,Brunei Darussalam,ZWE,Zimbabwe
22,22825,NPL,Nepal,TUV,Tuvalu
22,3161,BHS,Bahamas,BLR,Belarus
22,17384,IRN,Iran,WSM,Samoa
22,10997,DJI,Djibouti,MNG,Mongolia
22,20399,MKD,North Macedonia,PER,Peru
22,548,DZA,Algeria,HND,Honduras
22,8987,TWN,Chinese Taipei,NER,Niger
22,12271,SLV,El Salvador,STP,Sao Tome & Principe
22,26507,SWE,Sweden,TGO,Togo
22,9465,COG,Congo,SLV,El Salvador
22,18610,KAZ,Kazakhstan,SWZ,Eswatini
22,12278,SLV,El Salvador,SVK,Slovakia
22,7209,KHM,Cambodia,LTU,Lithuania
22,8606,CHL,Chile,NER,Niger
22,14502,GEO,Georgia,LBN,Lebanon
22,13479,FJI,Fiji,TKM,Turkmenistan
22,24590,PRT,Portugal,TON,Tonga
22,22767,NPL,Nepal,PRY,Paraguay
22,17456,IRQ,Iraq,LIE,Liechtenstein
22,15704,GTM,Guatemala,GIN,Guinea
22,110,AFG,Afghanistan,LSO,Lesotho
22,3974,BRB,Barbados,SEN,Senegal
22,19377,LVA,Latvia,TGO,Togo
22,18618,KAZ,Kazakhstan,TGO,Togo
22,12597,ERI,Eritrea,MDA,Republic of Moldova
22,24867,MDA,Republic of Moldova,UGA,Uganda
22,7132,KHM,Cambodia,CYM,Cayman Islands
22,23207,NIC,Nicaragua,OMN,Oman
22,18721,KEN,Kenya,STP,Sao Tome & Principe
22,5110,BTN,Bhutan,CYP,Cyprus
22,11180,DMA,Dominica,MMR,Myanmar
22,12612,ERI,Eritrea,STP,Sao Tome & Principe
22,18515,KAZ,Kazakhstan,KIR,Kiribati
22,23296,NER,Niger,PAN,Panama
22,7139,KHM,Cambodia,COM,Comoros
22,386,ALB,Albania,PAN,Panama
22,25471,LCA,Saint Lucia,TUV,Tuvalu
22,3943,BRB,Barbados,OMN,Oman
22,5795,BWA,Botswana,LTU,Lithuania
22,6382,BRN,Brunei Darussalam,HUN,Hungary
22,11338,DOM,Dominican Republic,MDG,Madagascar
22,8157,CAF,Central African Republic,GTM,Guatemala
22,20467,MKD,North Macedonia,VEN,Venezuela
22,6340,BRN,Brunei Darussalam,CRI,Costa Rica
22,1457,AIA,Anguilla,HTI,Haiti
22,5358,BOL,Bolivia,ISL,Iceland
22,12127,EGY,Egypt,TON,Tonga
22,22541,MMR,Myanmar,TTO,Trinidad & Tobago
22,22507,MMR,Myanmar,LCA,Saint Lucia
22,20457,MKD,North Macedonia,UGA,Uganda
22,14186,GAB,Gabon,LSO,Lesotho
22,20454,MKD,North Macedonia,TKM,Turkmenistan
22,16539,HND,Honduras,SEN,Senegal
22,5034,BMU,Bermuda,SEN,Senegal
22,16941,ISL,Iceland,PNG,Papua New Guinea
22,24765,KOR,Republic of Korea,SMR,San Marino
22,16603,HKG,Hong Kong,KEN,Kenya
22,12810,EST,Estonia,TTO,Trinidad & Tobago
22,417,ALB,Albania,SLE,Sierra Leone
22,4871,BEN,Benin,YEM,Yemen
22,15806,GTM,Guatemala,SYC,Seychelles
22,197,AFG,Afghanistan,SUR,Suriname
22,7850,CPV,Cape Verde,QAT,Qatar
22,7923,CYM,Cayman Islands,TWN,Chinese Taipei
22,4552,BLZ,Belize,MLI,Mali
22,5018,BMU,Bermuda,SDN,Republic of the Sudan
22,16363,HTI,Haiti,OMN,Oman
22,10039,HRV,Croatia,GRD,Grenada
22,1321,AGO,Angola,LCA,Saint Lucia
22,6881,BFA,Burkina Faso,SYC,Seychelles
22,4565,BLZ,Belize,MAR,Morocco
22,9349,COM,Comoros,MCO,Monaco
22,20536,MDG,Madagascar,STP,Sao Tome & Principe
22,26821,TUR,Turkey,TUV,Tuvalu
22,3546,BHR,Bahrain,SLE,Sierra Leone
22,9803,COK,Cook Islands,TUR,Turkey
21,18535,KAZ,Kazakhstan,MHL,Marshall Islands
21,11405,DOM,Dominican Republic,SYC,Seychelles
21,17141,IND,India,TUV,Tuvalu
21,20321,MAC,Macao,LKA,Sri Lanka
21,24211,PRY,Paraguay,SLB,Solomon Islands
21,24011,PLW,Palau,ARE,United Arab Emirates
21,20079,LTU,Lithuania,SLE,Sierra Leone
21,4641,BLZ,Belize,TUN,Tunisia
21,4629,BLZ,Belize,SWZ,Eswatini
21,23984,PLW,Palau,SOM,Somalia
21,20386,MKD,North Macedonia,NIC,Nicaragua
21,18041,CIV,Ivory Coast,PNG,Papua New Guinea
21,11228,DMA,Dominica,SYC,Seychelles
21,18039,CIV,Ivory Coast,PLW,Palau
21,4586,BLZ,Belize,PNG,Papua New Guinea
21,11205,DMA,Dominica,PRT,Portugal
21,4480,BLZ,Belize,CYP,Cyprus
21,5081,BMU,Bermuda,YEM,Yemen
21,4372,BEL,Belgium,PLW,Palau
21,20485,MDG,Madagascar,FSM,Micronesia
21,11929,ECU,Ecuador,SRB,Serbia
21,11164,DMA,Dominica,MDV,Maldives
21,23857,OMN,Oman,URY,Uruguay
21,24501,POL,Poland,SLB,Solomon Islands
21,5142,BTN,Bhutan,GTM,Guatemala
21,4115,BLR,Belarus,LSO,Lesotho
21,12197,SLV,El Salvador,LAO,Lao
21,23765,NOR,Norway,TON,Tonga
21,3928,BRB,Barbados,MMR,Myanmar
21,3844,BRB,Barbados,DJI,Djibouti
21,12498,ERI,Eritrea,FJI,Fiji
21,10883,DNK,Denmark,SUR,Suriname
21,3541,BHR,Bahrain,STP,Sao Tome & Principe
21,3484,BHR,Bahrain,MHL,Marshall Islands
21,3477,BHR,Bahrain,MKD,North Macedonia
21,3473,BHR,Bahrain,LIE,Liechtenstein
21,5731,BWA,Botswana,CYP,Cyprus
21,12682,EST,Estonia,GTM,Guatemala
21,3446,BHR,Bahrain,HTI,Haiti
21,3434,BHR,Bahrain,GEO,Georgia
21,3386,BHR,Bahrain,BWA,Botswana
21,24937,SDN,Republic of the Sudan,URY,Uruguay
21,3358,BHS,Bahamas,TUV,Tuvalu
21,19386,LVA,Latvia,UGA,Uganda
21,5865,BWA,Botswana,SRB,Serbia
21,19341,LVA,Latvia,RWA,Rwanda
21,5890,BWA,Botswana,TON,Tonga
21,3111,AZE,Azerbaijan,SLE,Sierra Leone
21,19307,LVA,Latvia,MMR,Myanmar
21,10044,HRV,Croatia,GNB,Guinea-Bissau
21,14175,GAB,Gabon,JAM,Jamaica
21,3013,AZE,Azerbaijan,HKG,Hong Kong
21,14208,GAB,Gabon,MNG,Mongolia
21,23234,NIC,Nicaragua,WSM,Samoa
21,6346,BRN,Brunei Darussalam,DJI,Djibouti
21,2939,AZE,Azerbaijan,BHS,Bahamas
21,25455,LCA,Saint Lucia,SWZ,Eswatini
21,25472,LCA,Saint Lucia,UGA,Uganda
21,25481,LCA,Saint Lucia,VAT,Vatican
21,19154,LAO,Lao,LVA,Latvia
21,23165,NZL,New Zealand,SUR,Suriname
21,14317,GMB,Gambia,GTM,Guatemala
21,25560,VCT,Saint Vincent & the Grenadines,LKA,Sri Lanka
21,8077,CYM,Cayman Islands,PSE,State of Palestine
21,6606,BGR,Bulgaria,LBR,Liberia
21,9742,COK,Cook Islands,NOR,Norway
21,14508,GEO,Georgia,LUX,Luxembourg
21,14596,GEO,Georgia,TJK,Tajikistan
21,2496,ABW,Aruba,ZMB,Zambia
21,2447,ABW,Aruba,SAU,Saudi Arabia
21,25780,SAU,Saudi Arabia,TON,Tonga
21,2427,ABW,Aruba,PRT,Portugal
21,6893,BFA,Burkina Faso,SUR,Suriname
21,6909,BFA,Burkina Faso,TKM,Turkmenistan
21,25854,SRB,Serbia,SLE,Sierra Leone
21,22791,NPL,Nepal,STP,Sao Tome & Principe
21,21176,MHL,Marshall Islands,PER,Peru
21,25924,SYC,Seychelles,TON,Tonga
21,9518,COG,Congo,LIE,Liechtenstein
21,2097,ARM,Armenia,DMA,Dominica
21,2079,ARM,Armenia,CPV,Cape Verde
21,25982,SLE,Sierra Leone,URY,Uruguay
21,2066,ARM,Armenia,BTN,Bhutan
21,1821,ATG,Antigua & Barbuda,VAT,Vatican
21,21416,MRT,Mauritania,SYC,Seychelles
21,15857,GIN,Guinea,HND,Honduras
21,26163,SLB,Solomon Islands,WLF,Wallis & Futuna Islands
21,18620,KAZ,Kazakhstan,TON,Tonga
21,1707,ATG,Antigua & Barbuda,LBR,Liberia
21,1659,ATG,Antigua & Barbuda,EST,Estonia
21,1648,ATG,Antigua & Barbuda,DNK,Denmark
21,26240,ZAF,South Africa,VUT,Vanuatu
21,1626,ATG,Antigua & Barbuda,BGR,Bulgaria
21,9328,COM,Comoros,LSO,Lesotho
21,1598,AIA,Anguilla,VNM,Vietnam
21,16155,GUY,Guyana,ISL,Iceland
21,1325,AGO,Angola,SMR,San Marino
21,9220,COL,Colombia,SLB,Solomon Islands
21,7481,CMR,Cameroon,SVK,Slovakia
21,16250,GUY,Guyana,SYC,Seychelles
21,9054,TWN,Chinese Taipei,TKM,Turkmenistan
21,16317,HTI,Haiti,KGZ,Kyrgyzstan
21,9024,TWN,Chinese Taipei,SEN,Senegal
21,1101,AND,Andorra,SEN,Senegal
21,1083,AND,Andorra,KOR,Republic of Korea
21,16549,HND,Honduras,SSD,South Sudan
21,17584,IRL,Ireland,KIR,Kiribati
21,483,DZA,Algeria,BMU,Bermuda
21,475,DZA,Algeria,BHS,Bahamas
21,21844,FSM,Micronesia,SWZ,Eswatini
21,7843,CPV,Cape Verde,PRY,Paraguay
21,8382,TCD,Chad,LTU,Lithuania
21,7881,CPV,Cape Verde,LKA,Sri Lanka
21,16909,ISL,Iceland,MHL,Marshall Islands
21,18150,JAM,Jamaica,MNG,Mongolia
21,8298,CAF,Central African Republic,UZB,Uzbekistan
21,18128,JAM,Jamaica,LSO,Lesotho
21,7927,CYM,Cayman Islands,COK,Cook Islands
21,310,ALB,Albania,GRD,Grenada
21,288,ALB,Albania,COD,DR Congo
21,11328,DOM,Dominican Republic,LVA,Latvia
21,61,AFG,Afghanistan,GNQ,Equatorial Guinea
21,11347,DOM,Dominican Republic,MUS,Mauritius
21,20190,LUX,Luxembourg,SMR,San Marino
20,24694,QAT,Qatar,LCA,Saint Lucia
20,945,AND,Andorra,BRA,Brazil
20,6556,BGR,Bulgaria,GNQ,Equatorial Guinea
20,14445,GMB,Gambia,TTO,Trinidad & Tobago
20,14537,GEO,Georgia,NZL,New Zealand
20,14438,GMB,Gambia,TJK,Tajikistan
20,26401,SUR,Suriname,SWE,Sweden
20,5340,BOL,Bolivia,GAB,Gabon
20,7450,CMR,Cameroon,PRY,Paraguay
20,26994,VUT,Vanuatu,VEN,Venezuela
20,54,AFG,Afghanistan,DMA,Dominica
20,9412,COM,Comoros,ESP,Spain
20,7763,CPV,Cape Verde,GRC,Greece
20,26417,SUR,Suriname,UGA,Uganda
20,20029,LTU,Lithuania,MOZ,Mozambique
20,12422,GNQ,Equatorial Guinea,POL,Poland
20,26890,TUV,Tuvalu,YEM,Yemen
20,5383,BOL,Bolivia,LUX,Luxembourg
20,11387,DOM,Dominican Republic,SDN,Republic of the Sudan
20,10167,HRV,Croatia,TGO,Togo
20,3754,BGD,Bangladesh,VCT,Saint Vincent & the Grenadines
20,25615,WSM,Samoa,SUR,Suriname
20,12457,GNQ,Equatorial Guinea,PSE,State of Palestine
20,7490,CMR,Cameroon,SUR,Suriname
20,8886,TWN,Chinese Taipei,COG,Congo
20,16217,GUY,Guyana,OMN,Oman
20,12538,ERI,Eritrea,LAO,Lao
20,16478,HND,Honduras,MLI,Mali
20,4535,BLZ,Belize,KWT,Kuwait
20,25595,VCT,Saint Vincent & the Grenadines,YEM,Yemen
20,4688,BEN,Benin,CRI,Costa Rica
20,9092,COL,Colombia,ERI,Eritrea
20,19546,LSO,Lesotho,MCO,Monaco
20,1232,AGO,Angola,HND,Honduras
20,16458,HND,Honduras,KAZ,Kazakhstan
20,18714,KEN,Kenya,SHN,Saint Helena
20,19402,LVA,Latvia,ZWE,Zimbabwe
20,9431,COM,Comoros,TKM,Turkmenistan
20,12807,EST,Estonia,TGO,Togo
20,5075,BMU,Bermuda,VUT,Vanuatu
20,20509,MDG,Madagascar,PLW,Palau
20,13385,FJI,Fiji,MWI,Malawi
20,10528,CYP,Cyprus,TJK,Tajikistan
20,21185,MHL,Marshall Islands,SDN,Republic of the Sudan
20,13383,FJI,Fiji,MKD,North Macedonia
20,25555,VCT,Saint Vincent & the Grenadines,SLB,Solomon Islands
20,13381,FJI,Fiji,LUX,Luxembourg
20,13372,FJI,Fiji,KGZ,Kyrgyzstan
20,5796,BWA,Botswana,LUX,Luxembourg
20,12965,ETH,Ethiopia,SUR,Suriname
20,21955,MCO,Monaco,TON,Tonga
20,11954,ECU,Ecuador,TON,Tonga
20,21492,MUS,Mauritius,PNG,Papua New Guinea
20,26057,SVK,Slovakia,TGO,Togo
20,14516,GEO,Georgia,MLT,Malta
20,1757,ATG,Antigua & Barbuda,POL,Poland
20,19146,KGZ,Kyrgyzstan,VAT,Vatican
20,19152,KGZ,Kyrgyzstan,ZMB,Zambia
20,6416,BRN,Brunei Darussalam,MLT,Malta
20,11242,DMA,Dominica,SWZ,Eswatini
20,11372,DOM,Dominican Republic,OMN,Oman
20,5172,BTN,Bhutan,LBY,Libya
20,2885,AUT,Austria,WSM,Samoa
20,25892,SRB,Serbia,VUT,Vanuatu
20,21376,MRT,Mauritania,NIC,Nicaragua
20,22538,MMR,Myanmar,TGO,Togo
20,12174,SLV,El Salvador,GNB,Guinea-Bissau
20,20337,MAC,Macao,TUN,Tunisia
20,18095,CIV,Ivory Coast,TTO,Trinidad & Tobago
20,21517,MUS,Mauritius,STP,Sao Tome & Principe
20,424,ALB,Albania,SSD,South Sudan
20,9884,CRI,Costa Rica,LVA,Latvia
20,19162,LAO,Lao,MAC,Macao
20,12196,SLV,El Salvador,KGZ,Kyrgyzstan
20,9900,CRI,Costa Rica,MHL,Marshall Islands
20,9473,COG,Congo,FIN,Finland
20,11116,DMA,Dominica,GMB,Gambia
20,20552,MDG,Madagascar,SUR,Suriname
20,5244,BTN,Bhutan,SRB,Serbia
20,7019,BDI,Burundi,MLT,Malta
20,18786,KIR,Kiribati,MDG,Madagascar
20,14232,GAB,Gabon,PNG,Papua New Guinea
20,2962,AZE,Azerbaijan,CYM,Cayman Islands
20,16964,ISL,Iceland,WSM,Samoa
20,12229,SLV,El Salvador,NRU,Nauru
20,21056,MLT,Malta,NER,Niger
20,8130,CAF,Central African Republic,DOM,Dominican Republic
20,11202,DMA,Dominica,PHL,Philippines
20,24212,PRY,Paraguay,SOM,Somalia
20,14220,GAB,Gabon,NZL,New Zealand
20,2979,AZE,Azerbaijan,DMA,Dominica
20,19243,LAO,Lao,SUR,Suriname
20,8043,CYM,Cayman Islands,PRT,Portugal
20,26365,PSE,State of Palestine,SWZ,Eswatini
20,25411,KNA,Saint Kitts & Nevis,TUN,Tunisia
20,6773,BFA,Burkina Faso,GRC,Greece
20,11201,DMA,Dominica,PER,Peru
20,7913,CPV,Cape Verde,VNM,Vietnam
20,1381,AIA,Anguilla,ABW,Aruba
20,20576,MDG,Madagascar,URY,Uruguay
20,23998,PLW,Palau,THA,Thailand
19,6504,BRN,Brunei Darussalam,TUN,Tunisia
19,25731,STP,Sao Tome & Principe,TTO,Trinidad & Tobago
19,8183,CAF,Central African Republic,LVA,Latvia
19,25697,SMR,San Marino,VNM,Vietnam
19,21434,MRT,Mauritania,TJK,Tajikistan
19,22881,NLD,Netherlands,SMR,San Marino
19,14525,GEO,Georgia,MNG,Mongolia
19,25688,SMR,San Marino,ARE,United Arab Emirates
19,18042,CIV,Ivory Coast,PRY,Paraguay
19,25644,WSM,Samoa,VEN,Venezuela
19,14460,GMB,Gambia,VAT,Vatican
19,26185,SOM,Somalia,TON,Tonga
19,25629,WSM,Samoa,TUN,Tunisia
19,24261,PER,Peru,MDA,Republic of Moldova
19,20378,MKD,North Macedonia,MMR,Myanmar
19,9818,COK,Cook Islands,VNM,Vietnam
19,252,ALB,Albania,BEN,Benin
19,21494,MUS,Mauritius,PER,Peru
19,14322,GMB,Gambia,HND,Honduras
19,20076,LTU,Lithuania,SEN,Senegal
19,22540,MMR,Myanmar,TON,Tonga
19,20273,MAC,Macao,NGA,Nigeria
19,19157,LAO,Lao,LBR,Liberia
19,6376,BRN,Brunei Darussalam,GIN,Guinea
19,2915,AUT,Austria,TON,Tonga
19,6354,BRN,Brunei Darussalam,GNQ,Equatorial Guinea
19,6343,BRN,Brunei Darussalam,CYP,Cyprus
19,9956,CRI,Costa Rica,SMR,San Marino
19,2963,AZE,Azerbaijan,CAF,Central African Republic
19,1467,AIA,Anguilla,ISR,Israel
19,18490,JOR,Jordan,TON,Tonga
19,1390,AIA,Anguilla,BEL,Belgium
19,9274,COM,Comoros,PRK,DPR Korea
19,16148,GNB,Guinea-Bissau,YEM,Yemen
19,11310,DOM,Dominican Republic,ISL,Iceland
19,7448,CMR,Cameroon,PAN,Panama
19,10042,HRV,Croatia,GTM,Guatemala
19,16175,GUY,Guyana,LSO,Lesotho
19,24117,PNG,Papua New Guinea,RWA,Rwanda
19,20078,LTU,Lithuania,SYC,Seychelles
19,17567,IRQ,Iraq,VUT,Vanuatu
19,13556,FIN,Finland,MRT,Mauritania
19,19355,LVA,Latvia,SYC,Seychelles
19,16236,GUY,Guyana,RWA,Rwanda
19,3206,BHS,Bahamas,EST,Estonia
19,13449,FJI,Fiji,SEN,Senegal
19,3275,BHS,Bahamas,MNG,Mongolia
19,10412,CYP,Cyprus,HND,Honduras
19,24228,PRY,Paraguay,TGO,Togo
19,1182,AGO,Angola,CYM,Cayman Islands
19,18391,JOR,Jordan,LSO,Lesotho
19,16414,HTI,Haiti,TJK,Tajikistan
19,23344,NER,Niger,TJK,Tajikistan
19,5768,BWA,Botswana,HND,Honduras
19,24891,SDN,Republic of the Sudan,KNA,Saint Kitts & Nevis
19,3458,BHR,Bahrain,CIV,Ivory Coast
19,7724,CPV,Cape Verde,CAF,Central African Republic
19,24831,MDA,Republic of Moldova,SMR,San Marino
19,5443,BOL,Bolivia,KNA,Saint Kitts & Nevis
19,17447,IRQ,Iraq,KIR,Kiribati
19,1063,AND,Andorra,NIC,Nicaragua
19,24026,PAN,Panama,PNG,Papua New Guinea
19,16574,HND,Honduras,ARE,United Arab Emirates
19,12446,GNQ,Equatorial Guinea,SYC,Seychelles
19,10951,DJI,Djibouti,HTI,Haiti
19,26633,TZA,Tanzania,TUV,Tuvalu
19,16622,HKG,Hong Kong,MLI,Mali
19,26642,TZA,Tanzania,VUT,Vanuatu
19,8650,CHL,Chile,SLB,Solomon Islands
19,12416,GNQ,Equatorial Guinea,PAN,Panama
19,3812,BRB,Barbados,BEN,Benin
19,19693,LBR,Liberia,PRY,Paraguay
19,24727,QAT,Qatar,TON,Tonga
19,20623,MWI,Malawi,PAN,Panama
19,3901,BRB,Barbados,LSO,Lesotho
19,5304,BOL,Bolivia,CPV,Cape Verde
19,5292,BTN,Bhutan,ZWE,Zimbabwe
19,12283,SLV,El Salvador,SSD,South Sudan
19,20579,MDG,Madagascar,VUT,Vanuatu
19,12242,SLV,El Salvador,OMN,Oman
19,5250,BTN,Bhutan,SLB,Solomon Islands
19,12204,SLV,El Salvador,LTU,Lithuania
19,535,DZA,Algeria,GEO,Georgia
19,4026,BLR,Belarus,BEN,Benin
19,11111,DMA,Dominica,FIN,Finland
19,7809,CPV,Cape Verde,MLT,Malta
19,452,ALB,Albania,URY,Uruguay
19,24209,PRY,Paraguay,SVK,Slovakia
19,12158,SLV,El Salvador,FIN,Finland
19,7865,CPV,Cape Verde,WSM,Samoa
19,4190,BLR,Belarus,SYC,Seychelles
19,4466,BLZ,Belize,CPV,Cape Verde
19,11266,DMA,Dominica,UZB,Uzbekistan
19,26850,TKM,Turkmenistan,VAT,Vatican
19,26985,UZB,Uzbekistan,VAT,Vatican
19,8335,TCD,Chad,FJI,Fiji
19,26877,TUV,Tuvalu,UKR,Ukraine
19,17966,ITA,Italy,TUV,Tuvalu
19,11818,ECU,Ecuador,GMB,Gambia
19,20445,MKD,North Macedonia,TZA,Tanzania
19,16942,ISL,Iceland,PRY,Paraguay
19,341,ALB,Albania,LSO,Lesotho
19,24308,PER,Peru,TKM,Turkmenistan
19,20002,LIE,Liechtenstein,VNM,Vietnam
19,18120,JAM,Jamaica,KAZ,Kazakhstan
19,4601,BLZ,Belize,RWA,Rwanda
19,2080,ARM,Armenia,CYM,Cayman Islands
19,22730,NRU,Nauru,TUR,Turkey
19,15270,GRD,Grenada,KAZ,Kazakhstan
19,2228,ARM,Armenia,SYC,Seychelles
19,21179,MHL,Marshall Islands,POL,Poland
19,15747,GTM,Guatemala,MRT,Mauritania
19,2355,ABW,Aruba,ISL,Iceland
19,25829,SEN,Senegal,TON,Tonga
18,15949,GIN,Guinea,WSM,Samoa
18,26722,TGO,Togo,VEN,Venezuela
18,12314,SLV,El Salvador,VUT,Vanuatu
18,14551,GEO,Georgia,PER,Peru
18,5275,BTN,Bhutan,TUV,Tuvalu
18,5269,BTN,Bhutan,TON,Tonga
18,26755,TON,Tonga,TUR,Turkey
18,6688,BGR,Bulgaria,SSD,South Sudan
18,8513,CHL,Chile,DJI,Djibouti
18,5259,BTN,Bhutan,SWZ,Eswatini
18,10006,CRI,Costa Rica,YEM,Yemen
18,22712,NRU,Nauru,ESP,Spain
18,22718,NRU,Nauru,SWE,Sweden
18,14221,GAB,Gabon,NIC,Nicaragua
18,9297,COM,Comoros,GRD,Grenada
18,16070,GNB,Guinea-Bissau,OMN,Oman
18,14921,GHA,Ghana,TUV,Tuvalu
18,21221,MHL,Marshall Islands,TJK,Tajikistan
18,18976,KWT,Kuwait,STP,Sao Tome & Principe
18,22743,NRU,Nauru,VAT,Vatican
18,484,DZA,Algeria,BTN,Bhutan
18,4933,BMU,Bermuda,GTM,Guatemala
18,18855,KIR,Kiribati,SGP,Singapore
18,16069,GNB,Guinea-Bissau,NOR,Norway
18,26308,ESP,Spain,TUV,Tuvalu
18,1568,AIA,Anguilla,SUR,Suriname
18,20109,LTU,Lithuania,UGA,Uganda
18,8113,CYM,Cayman Islands,ZWE,Zimbabwe
18,11133,DMA,Dominica,ISL,Iceland
18,1851,ARG,Argentina,BFA,Burkina Faso
18,9318,COM,Comoros,JPN,Japan
18,9882,CRI,Costa Rica,KGZ,Kyrgyzstan
18,26265,SSD,South Sudan,TTO,Trinidad & Tobago
18,6995,BDI,Burundi,JAM,Jamaica
18,12153,SLV,El Salvador,EST,Estonia
18,16048,GNB,Guinea-Bissau,FSM,Micronesia
18,22676,NRU,Nauru,PER,Peru
18,18084,CIV,Ivory Coast,SWZ,Eswatini
18,23148,NZL,New Zealand,SMR,San Marino
18,2400,ABW,Aruba,MAR,Morocco
18,5098,BTN,Bhutan,CAF,Central African Republic
18,18880,KIR,Kiribati,TUR,Turkey
18,6959,BDI,Burundi,EST,Estonia
18,15909,GIN,Guinea,NRU,Nauru
18,14350,GMB,Gambia,LUX,Luxembourg
18,8374,TCD,Chad,KGZ,Kyrgyzstan
18,6764,BFA,Burkina Faso,FIN,Finland
18,4748,BEN,Benin,LAO,Lao
18,6486,BRN,Brunei Darussalam,SSD,South Sudan
18,8358,TCD,Chad,ISL,Iceland
18,72,AFG,Afghanistan,GAB,Gabon
18,2714,AUS,Australia,WLF,Wallis & Futuna Islands
18,4964,BMU,Bermuda,LIE,Liechtenstein
18,4536,BLZ,Belize,KGZ,Kyrgyzstan
18,11849,ECU,Ecuador,KIR,Kiribati
18,21022,MLI,Mali,URY,Uruguay
18,21180,MHL,Marshall Islands,PRT,Portugal
18,16401,HTI,Haiti,SLB,Solomon Islands
18,1150,AND,Andorra,ZWE,Zimbabwe
18,20267,MAC,Macao,NLD,Netherlands
18,14456,GMB,Gambia,URY,Uruguay
18,3333,BHS,Bahamas,SLB,Solomon Islands
18,11331,DOM,Dominican Republic,LBR,Liberia
18,10532,CYP,Cyprus,TGO,Togo
18,18971,KWT,Kuwait,LCA,Saint Lucia
18,8979,TWN,Chinese Taipei,NAM,Namibia
18,8977,TWN,Chinese Taipei,MOZ,Mozambique
18,19406,LBN,Lebanon,LIE,Liechtenstein
18,26493,SWZ,Eswatini,VAT,Vatican
18,9690,COK,Cook Islands,JAM,Jamaica
18,24906,SDN,Republic of the Sudan,SLB,Solomon Islands
18,1812,ATG,Antigua & Barbuda,UGA,Uganda
18,350,ALB,Albania,MWI,Malawi
18,4893,BMU,Bermuda,TWN,Chinese Taipei
18,19380,LVA,Latvia,TTO,Trinidad & Tobago
18,5711,BWA,Botswana,BGR,Bulgaria
18,4548,BLZ,Belize,MDG,Madagascar
18,26431,SUR,Suriname,YEM,Yemen
18,24014,PLW,Palau,URY,Uruguay
18,8924,TWN,Chinese Taipei,GIN,Guinea
18,24846,MDA,Republic of Moldova,LKA,Sri Lanka
18,19596,LSO,Lesotho,STP,Sao Tome & Principe
18,8189,CAF,Central African Republic,LTU,Lithuania
18,25145,RWA,Rwanda,WSM,Samoa
18,22855,NLD,Netherlands,PLW,Palau
18,6621,BGR,Bulgaria,MRT,Mauritania
18,10923,DJI,Djibouti,ECU,Ecuador
18,24153,PNG,Papua New Guinea,TGO,Togo
18,4896,BMU,Bermuda,COG,Congo
18,5422,BOL,Bolivia,PLW,Palau
18,7502,CMR,Cameroon,TON,Tonga
18,3196,BHS,Bahamas,DJI,Djibouti
18,6785,BFA,Burkina Faso,HUN,Hungary
18,23286,NIC,Nicaragua,ZMB,Zambia
18,8288,CAF,Central African Republic,TKM,Turkmenistan
18,1030,AND,Andorra,LBY,Libya
18,3079,AZE,Azerbaijan,PLW,Palau
18,11267,DMA,Dominica,VUT,Vanuatu
18,10086,HRV,Croatia,MRT,Mauritania
18,4566,BLZ,Belize,MOZ,Mozambique
18,22056,MNG,Mongolia,TTO,Trinidad & Tobago
18,14987,GRC,Greece,MRT,Mauritania
18,4584,BLZ,Belize,PLW,Palau
18,7203,KHM,Cambodia,LVA,Latvia
18,6938,BDI,Burundi,TWN,Chinese Taipei
18,20424,MKD,North Macedonia,SEN,Senegal
18,26408,SUR,Suriname,TGO,Togo
18,25650,WSM,Samoa,ZWE,Zimbabwe
18,26405,SUR,Suriname,TZA,Tanzania
18,7040,BDI,Burundi,NZL,New Zealand
